"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","H936h1","H936h2","H936h3","H948h1","H948h2","H948h3","gene_name","biotype"
"ENSG00000242265",47913.1783363292,-1.15864303621327,0.0387471018404005,-29.9027019100867,1.81490300826445e-196,3.11945529060494e-192,48.1281072908544,49.654167845646,46.9146574962,108.632602414807,107.360144831467,110.288825075938,"PEG10","protein_coding"
"ENSG00000197565",9456.53353245125,-0.852132916938613,0.0299994508552914,-28.4049505122294,1.75657216809814e-177,1.50959812126354e-173,10.244315459236,10.5472153381864,10.3575111039012,18.9157315084755,18.9557896405135,18.9370145237424,"COL4A6","protein_coding"
"ENSG00000059804",42802.6328613435,-0.747856504646586,0.0281698638943525,-26.5481050050979,2.70090302137295e-155,1.54743737104528e-151,55.1377284746723,53.6437900357645,53.3769490152936,93.8229918878648,90.502418528333,90.4549769177627,"SLC2A3","protein_coding"
"ENSG00000128849",7202.60359183208,-0.779305773650092,0.0297479068827289,-26.1969951943928,2.87537330054426e-151,1.23554790724387e-147,13.2117867668052,13.5194202903428,12.8386081260837,22.8817204601416,22.6666970713627,22.9609381644619,"CGNL1","protein_coding"
"ENSG00000172469",2807.65844788679,-1.0398474699815,0.0432197237159246,-24.0595584741872,6.6304393998215e-128,2.27927984808264e-124,9.8337893289991,9.25778149047021,8.77480704458201,18.7663177908723,18.8161534969619,20.0317664552678,"MANEA","protein_coding"
"ENSG00000163251",2950.34844192081,-0.816056073687934,0.0358819576229758,-22.7427968747558,1.69101988638215e-114,4.84420830118941e-111,7.50739890500398,7.65321434452749,7.78970944440968,13.5469180880466,13.3170011128967,13.9756076476775,"FZD5","protein_coding"
"ENSG00000130294",13829.9182178758,-0.769709789798758,0.0362422801302958,-21.2378963749397,4.26569310618101e-100,1.04741047298628e-96,11.2655273547715,11.9775994450381,11.5657782141088,20.0212261570982,20.1566819892438,19.794830365218,"KIF1A","protein_coding"
"ENSG00000138180",6332.83322157593,-0.657475429959067,0.0313257160159968,-20.9883607967116,8.37857548260982e-98,1.80013694243872e-94,38.9291799087502,38.6118845038602,37.9660344981284,61.6713860729726,60.1574576476267,61.9281290308043,"CEP55","protein_coding"
"ENSG00000133636",4378.35585633594,0.849487352240496,0.0414355361966143,20.5014205248757,2.09099730426143e-93,3.99334018507172e-90,124.227364396131,122.512814804828,116.736021260197,70.7898377160647,66.0884107015341,66.3594781151043,"NTS","protein_coding"
"ENSG00000198805",5171.48031559398,0.628377720282255,0.031486637278078,19.9569650684721,1.30394726918385e-88,2.24122456627321e-85,48.0223640168438,47.1468218836848,47.6186247028894,32.605883282141,30.2606117679904,30.268559809697,"PNP","protein_coding"
"ENSG00000124614",840.39985987065,1.25606974729249,0.0635931986451931,19.7516365594457,7.76599783783621e-87,1.16048323913826e-83,20.849467819927,22.6260361228729,21.0671835612054,9.79345336472166,8.67118708627102,8.71844256378547,"RPS10","protein_coding"
"ENSG00000171766",1980.73953691751,-0.980340985810166,0.0496387820471881,-19.7494971749755,8.10204728278984e-87,1.16048323913826e-83,3.31726902792823,3.25435292850201,3.15248888053314,6.62902171657966,6.20730912223208,6.48150529381352,"GATM","protein_coding"
